filename,num_words,ttr,gawl,gfw,big,trig,bignofun,trignofun,pos,collocations
Sid_Meiers_Civilization_V.txt,11,0.9090909090909091,6.636363636363637,scenarios | player-created | new | maps | interfaces | download | discover | create,scenarios interfaces | playercreated maps | new playercreated | maps scenarios | interfaces and | download new | discover and | create discover | and more | and download,scenarios interfaces and | playercreated maps scenarios | new playercreated maps | more create discover | maps scenarios interfaces | interfaces and more | download new playercreated | discover and download | create discover and | and download new,scenarios interfaces | playercreated maps | new playercreated | maps scenarios | interfaces more | interfaces and | download new | discover download | discover and | create discover,scenarios interfaces and | playercreated maps scenarios | new playercreated maps | more create discover | maps scenarios interfaces | interfaces interfaces more | download new playercreated | discover discover download | create discover and | and download new,NNS | NN | JJ | CC | VB | NNP,"[('Create', 'discover'), ('created', 'maps'), ('download', 'new'), ('maps', 'scenarios'), ('new', 'player'), ('player', 'created'), ('scenarios', 'interfaces')]"
Sid_Meiers_Civilization_VI.txt,33,0.8484848484848485,5.96969696969697,civilization | winning | vi | time | test | stand | newest | leaders | installment | historyâ€™s,your empire | your culture | your civilization | winning civilization | will your | vi is | the test | the newest | the award | test of,your empire advance | your culture and | your civilization stand | winning civilization franchise | will your civilization | vi is the | time civilization vi | the test of | the newest installment | the award winning,winning civilization | will your | will civilization | vi the | vi newest | vi is | test time | test of | stand the | stand test,your empire advance | your culture and | your civilization stand | winning civilization franchise | will will civilization | vi vi the | time civilization vi | the test of | the newest installment | the award winning,NN | NNP | IN | PRP$ | DT | JJS | JJ | VBZ | VBP | VBG,"[('Franchise', 'Expand'), ('award', 'winning'), ('civilization', 'stand'), ('empire', 'advance'), ('greatest', 'leaders'), ('leaders', 'Will'), ('newest', 'installment'), ('Civilization', 'Franchise'), ('winning', 'Civilization')]"
Sid_Meiers_Civilization_VII.txt,27,0.9629629629629629,5.7407407407407405,world | vii | strategy | sid | revolutionary | returns | new | meier's | known | greatest,you to | world has | with a | vii empowers | to build | the world | the greatest | the awardwinning | strategy game | sid meiers,you to build | world has ever | with a revolutionary | vii empowers you | to build the | the world has | the greatest empire | the awardwinning strategy | strategy game franchise | sid meiers civilizationâ®,world has | world ever | vii empowers | the awardwinning | strategy game | sid meiers | revolutionary new | returns with | returns revolutionary | returns a,you empowers build | world world ever | with returns revolutionary | vii empowers you | to build the | the world has | the greatest empire | the awardwinning strategy | strategy game franchise | sid meiers civilizationâ®,NN | NNP | DT | JJ | NNS | VBZ | VBN | VB | TO | RB,"[('CivilizationÂ', 'VII'), (""Meier's"", 'CivilizationÂ'), ('Sid', ""Meier's""), ('The', 'award'), ('VII', 'empowers'), ('award', 'winning'), ('chapter', 'Sid'), ('ever', 'known'), ('franchise', 'returns'), ('game', 'franchise')]"
Sins_of_a_Solar_Empire_II.txt,30,0.9666666666666667,6.4,youâ€™ll | unrivaled | underhanded | trade | tactics | strategy | scale | real-time | military | influence,youâ€™ll explore | with unrivaled | unrivaled scale | underhanded tactics | trade culture | through military | this realtime | strategy game | scale youâ€™ll | realtime 4x,youâ€™ll explore expand | with unrivaled scale | unrivaled scale youâ€™ll | trade culture influence | through military force | this realtime 4x | tactics battle for | strategy game with | scale youâ€™ll explore | realtime 4x strategy,youâ€™ll explore | unrivaled scale | underhanded tactics | trade culture | strategy game | scale youâ€™ll | realtime 4x | military force | influence underhanded | influence other,youâ€™ll explore expand | with unrivaled scale | unrivaled scale youâ€™ll | trade culture influence | through military force | this realtime 4x | tactics battle for | strategy game with | scale youâ€™ll explore | realtime 4x strategy,NN | JJ | IN | VBP | NNS | NNP | CC | RB | DT | CD,"[('culture', 'influence'), ('diplomacy', 'trade'), ('expand', 'exploit'), ('explore', 'expand'), ('force', 'diplomacy'), ('galactic', 'dominance'), ('military', 'force'), ('real', 'time'), ('scale', 'Youâ'), ('strategy', 'game')]"
Skill_Legends_Royale_Demo.txt,38,0.868421052631579,5.473684210526316,players | ultimately | treasures | strategy | skills | rogue-like | right | pvp | need | multiplayer,with the | ultimately defeat | treasures and | to ultimately | to equip | this is | their autobattling | the right | the champion | that incorporates,with the right | ultimately defeat all | treasures and skills | to ultimately defeat | to equip their | this is a | their autobattling heroes | the right treasures | that incorporates roguelike | strategy game that,ultimately defeat | treasures skills | treasures and | this is | this free | this a | strategy game | skills ultimately | skills to | roguelike auto,with heroes right | ultimately defeat all | treasures treasures skills | to ultimately defeat | to equip their | this this a | their autobattling heroes | the right treasures | that incorporates roguelike | strategy game that,NN | NNS | DT | JJ | VBZ | VB | CC | TO | WDT | VBP,"[('PvP', 'strategy'), ('battling', 'heroes'), ('chess', 'elements'), ('free', 'multiplayer'), ('incorporates', 'rogue'), ('multiplayer', 'PvP'), ('right', 'treasures'), ('rogue', 'like'), ('strategy', 'game'), ('ultimately', 'defeat')]"
Slay_the_Spire.txt,32,0.9375,5.15625,unique | together | spire | slay | single | roguelikes | relics | power | player | make,we fused | we could | unique deck | together to | to make | the spire | the best | slay the | single player | roguelikes together,we fused card | we could craft | unique deck encounter | together to make | to make the | the best single | spire we fused | slay the spire | single player deckbuilder | roguelikes together to,we fused | unique deck | together to | together make | slay the | slay spire | single player | roguelikes together | relics of | relics immense,we fused card | we could craft | unique deck encounter | together together make | to make the | the best single | spire we fused | slay slay spire | single player deckbuilder | roguelikes together to,NN | NNS | JJ | DT | VB | PRP | NNP | CC | VBZ | VBP,"[('best', 'single'), ('bizarre', 'creatures'), ('card', 'games'), ('could', 'Craft'), ('creatures', 'discover'), ('deck', 'encounter'), ('discover', 'relics'), ('encounter', 'bizarre'), ('fused', 'card'), ('immense', 'power')]"
Slay_the_Spire_2.txt,23,1.0,5.391304347826087,unique | spire | slay | roguelike | returns | relics | power | immense | iconic | encounter,unique deck | the spire | the iconic | spire 2 | slay the | roguelike deckbuilder | returns craft | relics of | power in | of immense,unique deck encounter | the spire 2 | the iconic roguelike | slay the spire | roguelike deckbuilder returns | returns craft a | relics of immense | power in slay | of immense power | in slay the,unique deck | the iconic | spire 2 | slay the | slay spire | roguelike deckbuilder | returns craft | relics of | relics immense | power slay,unique deck encounter | the spire 2 | the iconic roguelike | slay slay spire | roguelike deckbuilder returns | returns craft a | relics relics immense | power power slay | of immense power | in slay the,NN | NNS | NNP | JJ | DT | IN | CD | CC,"[('The', 'iconic'), ('bizarre', 'creatures'), ('deck', 'encounter'), ('deckbuilder', 'returns'), ('discover', 'relics'), ('encounter', 'bizarre'), ('iconic', 'roguelike'), ('immense', 'power'), ('returns', 'Craft'), ('roguelike', 'deckbuilder')]"
Stacklands.txt,51,0.803921568627451,4.666666666666667,cards | ðÿƒ | village | card | berry | villagers | villager | top | survive | structures,ðÿƒ play | ðÿƒ for | your village | your cards | you stack | will spawn | which the | where you | villagers can | villager card,ðÿƒ play your | ðÿƒ for example | your cards right | you stack cards | will spawn berry | which the villagers | where you stack | villagers can eat | villager card on | village stacklands is,ðÿƒ play | ðÿƒ for | villagers eat | villagers can | villager card | village builder | top of | top berry | top a | survive ðÿƒ,ðÿƒ play your | ðÿƒ for example | your cards right | you stack cards | will spawn berry | which cards villagers | where builder stack | villagers villagers eat | villager card on | village stacklands is,NN | NNS | VB | NNP | DT | IN | VBP | TO | PRP$ | MD,"[('For', 'example'), ('build', 'structures'), ('collect', 'food'), ('example', 'dragging'), ('fight', 'creatures'), ('food', 'build'), ('Berry', 'Bush'), ('Bush', 'card'), ('Villager', 'card'), ('creatures', 'ðŸƒ')]"
Stellaris.txt,42,0.9285714285714286,5.619047619047619,new | worlds | wonders | unexpected | studios | strategy | strange | sci-fi | reach | races,your empire | worlds with | wonders in | with unexpected | with diverse | unexpected events | this scifi | the reach | studios interact | strategy game,your empire each | worlds with unexpected | wonders in this | with unexpected events | with diverse alien | unexpected events and | this scifi grand | the reach of | studios interact with | strategy game from,worlds with | worlds unexpected | wonders this | wonders scifi | wonders in | unexpected events | studios interact | strategy game | strange new | scifi grand,your empire each | worlds worlds unexpected | wonders wonders this | with unexpected events | with diverse alien | unexpected events and | this scifi grand | the reach of | studios interact with | strategy game from,JJ | NN | IN | NNS | NNP | DT | RB | VBP | VBZ | PRP$,"[('Development', 'Studios'), ('Paradox', 'Development'), ('Studios', 'Interact'), ('adventure', 'holds'), ('alien', 'races'), ('almost', 'limitless'), ('discover', 'strange'), ('diverse', 'alien'), ('empire', 'Each'), ('galaxy', 'full')]"
Sultans_Game_Demo.txt,46,0.8478260869565217,5.173913043478261,week | sultan | spend | special | seek | sacrifice. | requires | pleasures | play | one,you to | you must | you into | week you | to spend | to seek | to play | the sultan | the carnality | sultan commands,you to spend | you to seek | you to play | you must draw | you into dangerous | week you must | to spend lavishly | to seek carnal | to play a | the sultan commands,week you | week must | the sultan | sultan commands | spend lavishly | special cards | seek carnal | requires you | requires to | requires seek,you requires seek | you must draw | you forces dangerous | you compels spend | you commands play | week week must | to spend lavishly | to seek carnal | to play a | the sultan commands,JJ | PRP | NNP | NN | DT | VB | NNS | VBZ | TO | IN,"[('Bloodshed', 'demands'), ('Carnality', 'card'), ('Conquer', 'forces'), ('Each', 'week'), ('Extravagance', 'compels'), ('Sultan', 'commands'), ('The', 'Sultan'), ('card', 'requires'), ('carnal', 'pleasures'), ('cruel', 'game')]"
Summoners_War.txt,48,0.8958333333333334,4.666666666666667,world | monsters | vital | victory | using | summoners | strategy | sky | rpg | resource,your own | your monsters | world under | world jump | with your | vital resource | victory go | using over | under battle | to claim,your own deck | world under battle | world jump into | with your monsters | vital resource mana | victory go on | using over 1500 | under battle over | to claim victory | the world jump,world under | world jump | world battle | vital resource | victory go | using over | using 1500 | summoners around | summoners all | strategy using,your design deck | world world battle | world jump into | with adventure monsters | vital resource mana | victory go on | using using 1500 | under battle over | to claim victory | the world jump,NN | NNP | DT | IN | JJ | PRP$ | WDT | VBG | VBD | VB,"[('Crystals', 'Design'), ('Mana', 'Crystals'), ('Sky', 'Arena'), ('claim', 'victory'), ('epic', 'adventure'), ('global', 'hit'), ('hit', 'RPG'), ('resource', 'Mana'), ('strategy', 'using'), ('vital', 'resource')]"
Tabletop_Simulator.txt,48,0.8958333333333334,5.020833333333333,simulator | unlimited | thousands | tabletop | table | sandbox | rules | possibilities | play | physics,your own | your friends | your aggression | you can | you a | where you | unlimited gaming | to follow | thousands of | there are,your own online | your friends make | your aggression out | you can let | you a physics | where you can | unlimited gaming possibilities | to follow just | thousands of community | there are no,unlimited gaming | thousands of | thousands community | there rules | there no | there are | tabletop simulator | table there | simulator you | simulator where,your make online | your friends make | your aggression out | you simulator let | you follow physics | where simulator can | unlimited gaming possibilities | to follow just | thousands thousands community | there there no,NN | NNS | DT | VB | PRP$ | JJ | VBP | VBG | PRP | NNP,"[('Tabletop', 'Simulator'), ('Unlimited', 'gaming'), ('board', 'games'), ('community', 'created'), ('created', 'mods'), ('friends', 'Make'), ('gaming', 'possibilities'), ('mods', 'Unlimited'), ('online', 'board'), ('physics', 'sandbox')]"
TCG_Card_Shop_Simulator.txt,35,0.8571428571428571,4.514285714285714,store | stock | staff | shop | shelves | set | prices | packs | open | local,your own | yourself set | your card | with the | them and | the latest | the cards | store stock | stock shelves | staff host,yourself set your | your own prices | your own local | your card shop | with the latest | them and collect | the latest booster | the cards for | store stock shelves | stock shelves with,store stock | stock shelves | staff host | shelves with | shelves the | shelves latest | set your | set prices | set own | prices hire,yourself set your | your set prices | your open local | your card shop | with shelves latest | them crack collect | the latest booster | the cards for | store stock shelves | stock shelves with,NN | NNS | VB | PRP$ | JJ | CC | PRP | NNP | IN | DT,"[('Stock', 'shelves'), ('booster', 'packs'), ('card', 'shop'), ('game', 'store'), ('hire', 'staff'), ('host', 'events'), ('latest', 'booster'), ('local', 'game'), ('prices', 'hire'), ('staff', 'host')]"
The_Riftbreaker.txt,41,0.975609756097561,5.902439024390244,travel | survive | survival | slash | scientist/commando | samples | riftbreakerâ„¢ | rift | research | new,your base | you are | with actionrpg | up your | travel hack | to survive | the riftbreakerâ„¢ | survival game | slash countless | scientistcommando inside,your base collect | you are an | with actionrpg elements | up your base | travel hack  | the riftbreakerâ„¢ is | survive the riftbreakerâ„¢ | survival game with | slash countless enemies | scientistcommando inside an,you elite | you are | you an | travel hack | the riftbreakerâ„¢ | survival game | slash countless | scientistcommando inside | samples research | samples and,your base collect | you you an | with actionrpg elements | up build base | travel hack  | the riftbreakerâ„¢ is | survive the riftbreakerâ„¢ | survival game with | slash countless enemies | scientistcommando inside an,NN | JJ | NNS | NNP | DT | IN | VBP | CC | VBZ | VB,"[('Action', 'RPG'), ('Hack', 'slash'), ('Mecha', 'Suit'), ('RPG', 'elements'), ('Suit', 'capable'), ('The', 'Riftbreakerâ'), ('advanced', 'Mecha'), ('building', 'survival'), ('collect', 'samples'), ('commando', 'inside')]"
Thronefall.txt,10,1.0,5.7,minimalist | little | kingdom | game | defending | building,your little | minimalist game | little kingdom | game about | defending your | building and | and defending | about building | a minimalist,your little kingdom | minimalist game about | kingdom a minimalist | game about building | defending your little | building and defending | and defending your | about building and | a minimalist game,minimalist game | little kingdom | game building | game about | defending your | defending little | building defending | building and | a minimalist,your little kingdom | minimalist game about | kingdom a minimalist | game game building | defending defending little | building building defending | and defending your | about building and | a minimalist game,NN | JJ | VBG | PRP$ | IN | DT | CC,"[('little', 'kingdom'), ('minimalist', 'game')]"
Total_War_WARHAMMER_III.txt,44,0.8636363636363636,4.818181818181818,world | warhammer | war | trilogy | total | step | realm | rally | mind-bending | horror,your forces | your daemonsâ€¦ | you conquer | world will | will you | will be | where the | warhammer trilogy | war warhammer | very fate,your forces and | your daemonsâ€¦ or | you conquer your | world will be | will you conquer | will be decided | where the very | warhammer trilogy is | war warhammer trilogy | very fate of,world will | world decided | world be | will you | will conquer | warhammer trilogy | war warhammer | trilogy rally | trilogy is | trilogy here,your forces and | your daemonsâ€¦ or | you conquer your | world world be | will world decided | will will conquer | where horror very | warhammer trilogy is | war warhammer trilogy | very fate of,NN | NNP | DT | IN | RB | PRP$ | JJ | CC | WRB | VBZ,"[('The', 'cataclysmic'), ('Total', 'War'), ('WARHAMMER', 'trilogy'), ('War', 'WARHAMMER'), ('bending', 'horror'), ('cataclysmic', 'conclusion'), ('decided', 'Will'), ('mind', 'bending')]"
Warhammer_40000_Rogue_Trader.txt,31,0.8709677419354839,5.645161290322581,games | wrath | workshop | warhammer | trader | story-rich | rpg | rogue | righteous | pathfinder,of the | wrath of | workshop warhammer | with games | warhammer 40000 | trader is | the righteous | the critically | storyrich classical | rpg from,wrath of the | workshop warhammer 40000 | with games workshop | warhammer 40000 rogue | trader is a | the critically acclaimed | storyrich classical rpg | rpg from owlcat | rogue trader is | righteous made in,wrath the | wrath righteous | wrath of | workshop warhammer | warhammer 40000 | trader storyrich | trader is | trader a | storyrich classical | rpg owlcat,wrath wrath the | workshop warhammer 40000 | with games workshop | warhammer 40000 rogue | trader trader a | the critically acclaimed | storyrich classical rpg | rpg rpg owlcat | rogue trader is | righteous made in,NNP | IN | JJ | DT | NN | VBZ | VBN | RB | NNS | CD,"[('000', 'Rogue'), ('Pathfinder', 'Wrath'), ('Rogue', 'Trader'), ('Workshop', 'Warhammer'), ('acclaimed', 'game'), ('classical', 'RPG'), ('close', 'partnership'), ('critically', 'acclaimed'), ('game', 'Pathfinder'), ('rich', 'classical')]"
Wartales.txt,41,0.8048780487804879,4.878048780487805,world | wealth | wartales | unravel | universe | tombs | secrets | search | rpg | recruit,of the | you lead | world rpg | world recruit | which you | wealth across | wartales is | unravel the | universe explore | tombs of,you lead a | world rpg in | world recruit companions | which you lead | wealth across a | wartales is an | unravel the secrets | universe explore the | tombs of the | their search for,world rpg | world recruit | wealth across | wartales open | wartales is | wartales an | unravel the | unravel secrets | universe explore | tombs the,you lead a | world rpg in | world recruit companions | which rpg lead | wealth across a | wartales wartales an | unravel unravel secrets | universe explore the | tombs tombs the | their search for,NN | IN | DT | NNS | VBP | NNP | JJ | WDT | VBZ | PRP$,"[('collect', 'bounties'), ('companions', 'collect'), ('massive', 'medieval'), ('medieval', 'universe'), ('recruit', 'companions'), ('universe', 'Explore'), ('wealth', 'across'), ('open', 'world'), ('world', 'RPG'), ('world', 'recruit')]"
WindStop_Strategy.txt,42,0.8095238095238095,4.833333333333333,yan | windstop | strategy | men | hu | young | valleyï¼ÿ | sudden | situ's | rpg.as,yan men | the windstop | of hu | hu yan | young master | you bring | windstop valleyï¼ÿ | windstop strategy | the young | the new,of hu yan | hu yan men | young master of | you bring glory | yan men situs | yan men can | windstop strategy is | valleyï¼ÿ the young | the young master | the windstop valleyï¼ÿ,yan men | hu yan | young master | windstop valleyï¼ÿ | windstop strategy | the young | the windstop | sudden massacre | strategy rpgas | strategy regionsuppressing,of hu yan | hu yan men | young master of | you bring glory | yan men situs | yan men can | windstop strategy is | valleyï¼ÿ the young | the young master | the windstop valleyï¼ÿ,NNP | NN | DT | JJ | IN | VBZ | VBN | VB | RB | PRP,"[('Yan', 'Men'), (""SITU's"", 'peaceful'), ('bring', 'glory'), ('glory', 'back'), ('new', 'leader'), ('peaceful', 'life'), ('region', 'suppressing'), ('strategy', 'RPG'), ('sudden', 'massacre'), ('suppressing', 'strategy')]"
Wizard101.txt,43,0.9302325581395349,5.674418604651163,worlds | wizard | whimsical | unravel | unleash | turn-based | threatens | team-up | surrounding | spiral,your inner | you master | worlds and | wizard turnbased | with friends | whimsical worlds | unravel the | unleash your | turnbased deckbuilding | to unravel,your inner magic | you master powerful | worlds and teamup | wizard turnbased deckbuilding | with friends in | whimsical worlds and | unravel the mysteries | unleash your inner | turnbased deckbuilding mmorpg | to unravel the,worlds teamup | worlds and | wizard turnbased | whimsical worlds | unravel the | unravel mysteries | unleash your | unleash inner | turnbased deckbuilding | threatens to,your inner magic | you master powerful | worlds worlds teamup | wizard turnbased deckbuilding | with friends in | whimsical worlds and | unravel unravel mysteries | unleash unleash inner | turnbased deckbuilding mmorpg | to unravel the,JJ | NN | IN | NNS | DT | VB | NNP | TO | CC | VBZ,"[('Darkness', 'threatens'), ('based', 'deckbuilding'), ('death', 'professor'), ('deckbuilding', 'MMORPG'), ('gone', 'rogue'), ('inner', 'magic'), ('master', 'powerful'), ('mysteries', 'surrounding'), ('nostalgic', 'wizard'), ('powerful', 'spells')]"
XMorph_Defense.txt,49,0.7959183673469388,4.816326530612245,towers | weapons | various | use | unique | types | tower | top-down | throw | strategy,yourself right | your enemies | you are | weapons or | various types | use destructive | unique fusion | types of | towers strategize | towers or,yourself right into | your enemies into | you are the | weapons or lead | various types of | use destructive weapons | unique fusion of | types of alien | towers strategize in | towers or throw,you the | you invader | you are | weapons or | weapons lead | various types | use destructive | unique fusion | types of | types alien,yourself right into | your enemies into | you you the | weapons weapons lead | various types of | use destructive weapons | unique fusion of | types types alien | towers towers throw | towers strategize in,NN | IN | DT | NNS | JJ | NNP | CC | VB | RB | PRP,"[('Unique', 'fusion'), ('Use', 'destructive'), ('build', 'mode'), ('carefully', 'selecting'), ('defense', 'strategy'), ('destructive', 'weapons'), ('invader', 'Use'), ('selecting', 'various'), ('strategy', 'You'), ('tower', 'defense')]"
YuGiOh_Master_Duel.txt,30,0.9666666666666667,5.933333333333334,yu-gi-oh | world | ultimate | stunning | strategy | soundtrack | ready | new | master | hd,yugioh master | with fastpaced | ultimate freetoplay | to challenge | the world | the ultimate | stunning hd | strategy card | soundtrack get | ready to,yugioh master duel | world yugioh master | with fastpaced duels | ultimate freetoplay crossplatform | to challenge duelists | the ultimate freetoplay | stunning hd graphics | strategy card game | soundtrack get ready | ready to challenge,yugioh master | ultimate freetoplay | stunning hd | strategy card | soundtrack get | ready to | ready challenge | new dynamic | master duel | hd graphics,yugioh master duel | world yugioh master | with fastpaced duels | ultimate freetoplay crossplatform | to challenge duelists | the ultimate freetoplay | stunning hd graphics | strategy card game | soundtrack get ready | ready ready challenge,JJ | NN | NNP | DT | NNS | IN | VBZ | VBG | VB | TO,"[('Duelists', 'around'), ('Duels', 'stunning'), ('Get', 'ready'), ('MASTER', 'DUEL'), ('card', 'game'), ('challenge', 'Duelists'), ('cross', 'platform'), ('dynamic', 'soundtrack'), ('fast', 'paced'), ('new', 'dynamic')]"
_Demo.txt,51,0.8627450980392157,4.647058823529412,sect | young | tall | strategy | stand | sharpen | rebuild | portalâ€”sending | peril | open,your sect | your focus | young disciple | you a | what was | was lost | to rebuild | to immortality | this cultivation | they open,your sect has | your focus master | young disciple and | you a young | what was lost | was lost sharpen | to rebuild what | this cultivation 4x | they open a | their last hope,young disciple | tall the | tall new | tall as | strategy game | stand tall | sharpen your | sharpen focus | sect peril | sect leader,your sect has | your focus master | young disciple and | you portalâ€”sending young | what rebuild lost | was lost sharpen | to rebuild what | this cultivation 4x | they open a | their last hope,NN | JJ | IN | DT | CC | PRP$ | VBN | TO | PRP | NNP,"[('Stand', 'tall'), ('focus', 'master'), ('guide', 'disciples'), ('hope', 'inside'), ('inside', 'Stand'), ('last', 'hope'), ('lost', 'Sharpen'), ('master', 'alchemy'), ('portalâ', 'sending'), ('strategy', 'game')]"
text/Strategy,38.24074074074074,0.4861985472154964,5.1079903147699754,game | strategy | world | new | city | card | age | lead | expand | discover,of the | is a | the world | strategy game | you to | in the | from the | your own | with the | of a,around the world | and expand your | age of empires | your fight for | with no heirs | will of the | will be elected | unique deck encounter | thus begins your | throne sits empty,strategy game | lead your | heirs the | expand your | age of | ready for | planet coaster | one of | millions of | group of,around around world | and expand your | age age empires | your fight for | with with heirs | will monarch elected | will heirs the | unique deck encounter | thus begins your | throne sits empty,NN | NNP | IN | DT | JJ | NNS | CC | VB | PRP$ | VBZ
